1.04	282	214	0.94	1.09	1.17	331	331	333	102
0.2	63	90	0.18	0.25	0.17	183	189	181	11
1									
0.26	1								
0.16	0.14	1							
0.18	0.23	0.21	1						
0.25	0.16	0.25	0.46	1					
0.21	0.24	0.12	0.27	0.26	1				
0.14	0.26	0.23	0.13	0.19	0.15	1			
0.16	0.22	0.27	0.14	0.14	0.12	0.41	1		
0.21	0.28	0.25	0.17	0.16	0.19	0.48	0.43	1	
0.23	0.22	0.26	0.54	0.43	0.3	0.05	0.09	0.17	1
